Batch_ID,Brew_Date,Beer_Style,SKU,Location,Fermentation_Time,Temperature,pH_Level,Gravity,Alcohol_Content,Bitterness,Color,Ingredient_Ratio,Volume_Produced,Total_Sales,Quality_Score,Brewhouse_Efficiency,Loss_During_Brewing,Loss_During_Fermentation,Loss_During_Bottling_Kegging
2893735,01-01-2020 01:39,Wheat Beer,Kegs,Jayanagar,10,21.41737111,5.196639454,1.046821453,4.9269129,58,11,1:0.33:0.11,2810,17004.13225,8.420600212,85.97921489,4.003600381,1.57412894,4.29069277
626522,01-01-2020 01:39,Sour,Cans,Marathahalli,13,18.99468889,5.045680828,1.078639802,4.741916281,27,9,1:0.42:0.24,549,4925.658503,8.306146091,81.70679341,1.30853144,4.331800913,3.945624342
6602641,01-01-2020 01:39,Wheat Beer,Kegs,Malleswaram,14,20.39463341,5.403304184,1.07734827,5.269664132,36,13,1:0.41:0.17,3474,7676.652639,6.719981739,79.53102344,4.926857346,2.856979395,4.485551128
2046269,01-01-2020 01:40,Stout,Pints,Rajajinagar,14,18.47058383,4.507088689,1.069059995,5.10883834,40,11,1:0.45:0.27,4146,17866.69904,9.158156628,83.7686318,4.260523027,4.147376799,4.978748117
6214899,01-01-2020 01:40,Lager,Kegs,Marathahalli,11,15.42993267,4.640585614,1.065732018,5.041342032,30,14,1:0.36:0.29,3526,18532.07926,9.699295815,79.47714669,3.21940274,4.888003044,3.704059758
6237631,01-01-2020 01:40,Porter,Cans,Koramangala,13,18.74115647,5.282396669,1.036050072,5.010973415,45,9,1:0.31:0.28,3574,10001.12264,9.610421801,84.13797903,4.080173054,1.236688756,2.93755216
4812960,01-01-2020 01:40,Pilsner,Cans,Indiranagar,11,23.9762,4.797859056,1.034215541,4.734641361,26,10,1:0.23:0.22,2900,9053.528815,6.374284335,80.49621323,1.066166909,1.111169559,2.950111305
1263165,01-01-2020 01:40,Ale,Kegs,Yelahanka,19,19.87165368,5.283303424,1.049933991,5.903232403,49,13,1:0.49:0.11,655,4303.864881,7.153192209,77.78787315,1.463943925,3.248383294,1.635967581
9424579,01-01-2020 01:40,Pilsner,Pints,Marathahalli,17,16.36129252,4.741306488,1.065984536,5.51603331,39,7,1:0.48:0.25,1971,15981.02882,8.015924653,80.60296225,3.358501139,3.083796762,1.828331512
2881457,01-01-2020 01:40,Ale,Pints,Jayanagar,11,22.69260855,4.528757178,1.040228062,5.486803717,34,8,1:0.32:0.23,2831,13085.99812,8.299212867,81.13297077,3.685506728,4.523542381,4.358272772
2435511,01-01-2020 01:40,Wheat Beer,Bottles,Yelahanka,10,19.44617524,4.609376838,1.058753635,5.604406827,40,17,1:0.44:0.25,3968,11793.54203,9.320447496,88.76604578,2.059078434,1.320530762,3.295725536
1359463,01-01-2020 01:40,Wheat Beer,Kegs,Jayanagar,14,21.27429507,5.260873552,1.07297015,5.937608185,24,16,1:0.26:0.27,4523,10719.55606,8.898671296,83.65169857,4.814777125,1.086535548,2.726046454
3896775,01-01-2020 01:40,Ale,Cans,Electronic City,13,18.19725274,5.227674114,1.058174174,5.505265716,50,16,1:0.44:0.17,3224,4723.827087,9.624887432,83.57951481,1.454162951,4.787027819,1.385514092
7072591,01-01-2020 01:41,Sour,Bottles,Malleswaram,10,21.83707381,4.756169568,1.030219966,4.7878194,29,11,1:0.38:0.24,701,5995.312195,8.597716607,74.85103167,4.798721415,3.672893276,1.793282491
780255,01-01-2020 01:41,Lager,Pints,Koramangala,12,24.62684907,5.422540837,1.054654763,4.759810371,45,8,1:0.33:0.18,2331,15908.74373,9.367466029,78.78629237,1.277722784,1.672353522,3.649454074
9584364,01-01-2020 01:41,IPA,Bottles,Marathahalli,12,24.96515816,4.619337017,1.044208593,4.506701705,39,8,1:0.43:0.17,2928,2254.475815,7.194627343,81.59816104,4.209665051,1.327502825,3.715743433
9162559,01-01-2020 01:41,Stout,Bottles,Yelahanka,13,23.4878176,5.215928225,1.043317461,5.672577384,32,19,1:0.43:0.24,1708,16697.86793,7.775773565,85.99962588,4.648356552,3.677199694,1.871493819
1544798,01-01-2020 01:42,Porter,Pints,Whitefield,11,15.49293792,4.679338108,1.079125901,4.523107494,27,15,1:0.40:0.21,3224,5859.93207,8.335007157,82.29386686,3.18907417,4.318711291,1.693377056
5318252,01-01-2020 01:42,IPA,Cans,Malleswaram,13,19.52691568,4.828646452,1.068923964,5.562063949,30,13,1:0.26:0.27,1171,14435.1362,7.978786003,87.47274364,3.557586156,4.577113103,2.60145251
9237899,01-01-2020 01:42,Sour,Bottles,Yelahanka,14,16.23651534,4.564262158,1.038362073,5.408473186,25,18,1:0.21:0.20,902,19327.75415,9.297089794,78.58510626,4.02220446,3.081681668,4.072268368
9984705,01-01-2020 01:42,Ale,Cans,Whitefield,11,22.14990102,4.808821342,1.062186911,4.957141081,58,10,1:0.24:0.26,585,12229.60618,7.054272546,83.714664,1.903687835,2.465186928,3.041033794
4155304,01-01-2020 01:43,Pilsner,Cans,Yelahanka,10,24.06629126,4.980170438,1.057167295,5.579961518,32,8,1:0.30:0.14,1611,4586.049392,8.539395599,82.7836502,4.252974661,4.892787224,2.376407861
2901702,01-01-2020 01:43,Sour,Pints,Rajajinagar,11,20.43350375,5.370460936,1.053481433,5.314553145,28,9,1:0.21:0.11,2984,16013.64254,7.166644606,72.58616308,1.329054308,2.037164206,3.134951797
610432,01-01-2020 01:43,IPA,Pints,Koramangala,16,16.76086766,4.766754163,1.070773937,5.578608076,58,12,1:0.37:0.16,2228,1878.922656,6.083400944,76.99087545,1.988373005,2.576833353,2.841931688
5870933,01-01-2020 01:43,Ale,Pints,Whitefield,19,22.7512305,5.138984053,1.048708391,5.745735711,30,6,1:0.47:0.12,3229,17604.74046,6.076509559,79.34892293,4.878440912,1.324851335,4.659464819
2731256,01-01-2020 01:43,Wheat Beer,Bottles,HSR Layout,17,19.12366995,4.845493718,1.076609108,5.600900351,47,15,1:0.33:0.18,3455,12358.77287,6.325441842,71.20661388,3.792122516,2.878173052,3.704613612
6078323,01-01-2020 01:43,Pilsner,Cans,Malleswaram,11,15.60873434,5.466656646,1.034970317,5.955220662,53,12,1:0.31:0.30,2668,19693.96255,7.52048449,78.63909135,2.113994852,1.280679144,4.847522744
8761605,01-01-2020 01:43,Pilsner,Bottles,Yelahanka,16,16.10859721,5.220062188,1.054615717,5.632164295,42,13,1:0.47:0.28,2592,18657.60707,7.346402335,87.6901844,1.197842204,1.949697827,3.533057489
1487628,01-01-2020 01:44,Lager,Kegs,Yelahanka,13,18.30673398,5.175532223,1.032020963,5.51488324,45,10,1:0.46:0.26,2348,14522.72602,8.297011502,83.13814995,4.616237217,2.154595673,3.669716015
2339851,01-01-2020 01:44,Wheat Beer,Pints,Koramangala,10,18.58057097,4.859470407,1.07251661,4.659171268,58,7,1:0.49:0.25,1057,16889.89771,6.236869348,79.85469543,1.289015794,1.1219576,4.348684745
2767522,01-01-2020 01:44,Sour,Bottles,Rajajinagar,14,20.08080303,4.690056314,1.052206129,5.679113905,41,5,1:0.29:0.27,1584,2734.439524,6.361883751,74.81323629,3.682392998,1.808650124,3.535585795
6971427,01-01-2020 01:44,Stout,Kegs,Electronic City,12,18.8190349,5.390699849,1.039589698,5.365165814,24,16,1:0.36:0.22,1503,3193.641654,6.016724325,86.00614073,1.44340446,2.43529844,3.418533198
3833993,01-01-2020 01:44,Pilsner,Kegs,Malleswaram,10,23.06085185,5.17908298,1.07082116,5.868035143,58,10,1:0.38:0.28,4478,10256.46392,8.675308758,84.93611841,2.715708642,2.094238203,1.958708053
7124594,01-01-2020 01:44,Pilsner,Pints,Koramangala,15,22.22872431,5.481820403,1.055262379,5.239271128,44,8,1:0.30:0.19,3118,8046.124854,7.231500239,83.1553643,4.246014032,2.332337948,1.132998443
4173278,01-01-2020 01:45,Porter,Bottles,Koramangala,11,23.83861349,4.580638361,1.033331333,5.188303287,44,13,1:0.42:0.21,1881,17300.49057,6.333739254,72.2256737,1.340692406,1.892617681,4.454380833
7417471,01-01-2020 01:45,Ale,Bottles,Indiranagar,19,17.80242575,4.934012695,1.073245608,5.901528119,32,9,1:0.47:0.24,3206,11943.50234,7.866000279,89.10283147,2.171562048,3.672311354,3.703050941
5012442,01-01-2020 01:45,Ale,Bottles,Marathahalli,14,15.96507935,4.692469305,1.075618064,5.504324075,40,11,1:0.36:0.18,1701,6008.192538,9.064470597,70.02922758,3.047685154,2.580200577,3.505718753
5099359,01-01-2020 01:46,IPA,Cans,Electronic City,12,24.06949674,4.960226775,1.067187735,5.181328462,41,6,1:0.41:0.16,3456,12215.86863,8.639268664,88.01583863,1.135045955,1.529081727,3.149360146
8642040,01-01-2020 01:46,Ale,Cans,Yelahanka,15,16.45726736,5.109588504,1.055655162,5.213761007,45,9,1:0.30:0.27,4233,12823.97979,7.378076142,70.81057118,1.342921138,4.549675553,4.384511402
3595740,01-01-2020 01:46,IPA,Kegs,Koramangala,13,19.07747105,5.307553776,1.031800487,5.358556669,45,6,1:0.37:0.27,3280,17754.97116,8.485706633,85.5194641,3.812210287,3.150596492,3.516900651
8127193,01-01-2020 01:47,Sour,Cans,Jayanagar,11,19.54153905,4.983558932,1.062919984,5.926151918,46,18,1:0.32:0.16,3892,3830.596862,9.228162158,89.20616324,3.946400817,2.417715512,4.045888676
1059027,01-01-2020 01:48,Lager,Kegs,Rajajinagar,15,21.07126326,4.916569927,1.077816787,5.495316464,39,18,1:0.42:0.29,1572,9757.941118,8.863429977,86.51389138,4.648515552,2.145551305,2.034268222
6741359,01-01-2020 01:48,Stout,Cans,Marathahalli,15,17.83669661,4.938669359,1.030898744,4.507692506,47,19,1:0.44:0.15,2969,3377.784017,7.43615493,85.69851654,1.26672237,3.22117392,4.017266965
7789855,01-01-2020 01:48,Sour,Bottles,Electronic City,10,17.21291203,5.24979695,1.055996065,5.647234651,33,12,1:0.31:0.27,4078,6844.069197,7.843772669,82.24748842,3.466085948,4.445675566,3.142323129
2083761,01-01-2020 01:48,Stout,Kegs,Rajajinagar,16,20.28929466,4.674585648,1.050929811,5.675800627,26,18,1:0.22:0.26,4098,16700.67929,6.745032147,83.54684818,1.654499901,3.751089904,1.656289234
7985051,01-01-2020 01:48,Wheat Beer,Kegs,Marathahalli,19,15.51921789,5.299369428,1.076757315,4.694174675,38,16,1:0.35:0.11,3508,17251.55779,9.686759874,75.85284228,3.675829823,3.892742193,4.510388221
181367,01-01-2020 01:48,Stout,Bottles,Yelahanka,15,16.69233168,5.28649994,1.041209761,5.313607813,53,16,1:0.42:0.25,3117,7204.885327,8.184298801,80.51112964,1.056386177,3.682686213,3.091919719
6201980,01-01-2020 01:48,Ale,Bottles,Malleswaram,16,24.04345697,4.560381791,1.047689459,5.828199999,28,8,1:0.40:0.14,4325,14755.32168,9.904788938,70.31853955,4.215284878,3.599759689,2.24718121
3512865,01-01-2020 01:48,IPA,Cans,HSR Layout,14,16.15861395,5.440234798,1.048561935,4.592434983,23,16,1:0.27:0.30,2944,4323.443302,8.59755854,81.85773653,3.949986503,1.005024606,4.878570572
3340851,01-01-2020 01:49,Pilsner,Bottles,Electronic City,17,16.07595798,5.441773016,1.073570958,4.992942201,24,11,1:0.43:0.12,2171,19898.44181,8.923204273,82.35863322,2.509128607,1.988341952,2.013255971
9083239,01-01-2020 01:49,Pilsner,Pints,Malleswaram,11,15.68009958,4.773563618,1.069448203,5.988048855,32,8,1:0.49:0.22,3007,9158.13797,6.436951968,81.70733972,4.107470596,2.770077583,1.999621987
8000158,01-01-2020 01:49,Lager,Bottles,Jayanagar,10,24.60271371,4.508227125,1.049093732,4.785296735,31,19,1:0.30:0.13,4857,18761.52033,6.723828873,70.16044907,2.458975601,4.554570903,1.682183515
7604552,01-01-2020 01:49,Pilsner,Pints,Jayanagar,15,17.62440469,5.318938736,1.044603572,5.908788788,29,14,1:0.36:0.21,749,13975.22375,7.538026031,89.86267803,4.427361046,2.467284293,1.208376413
5605146,01-01-2020 01:49,IPA,Cans,Jayanagar,16,21.3231199,4.974761992,1.049871674,5.465153315,21,16,1:0.30:0.22,2029,5919.010026,7.850343485,71.35413171,1.724452048,3.840066698,2.480293031
7599315,01-01-2020 01:50,Pilsner,Cans,Indiranagar,10,22.33249805,5.181583899,1.067979118,5.252860193,31,19,1:0.29:0.15,4794,3116.438511,7.465338403,84.60244492,3.619855657,4.792728567,3.863951874
8241487,01-01-2020 01:50,Sour,Bottles,Electronic City,17,15.14214785,4.871575184,1.06127785,5.805468518,41,19,1:0.28:0.20,699,12875.99368,6.858116201,82.45465563,3.218611335,4.504554501,4.784052242
6299548,01-01-2020 01:50,Porter,Cans,Yelahanka,18,15.77145322,5.437151855,1.040702251,4.951844274,39,13,1:0.47:0.18,1817,12302.03318,9.237096469,74.22163601,2.387903477,4.524801959,1.546197829
8569538,01-01-2020 01:50,IPA,Cans,Marathahalli,19,23.59457073,5.010878702,1.050990914,5.296235064,57,9,1:0.50:0.27,4679,11180.50299,9.366347236,85.68966147,2.612600582,1.37957144,3.012917826
93592,01-01-2020 01:50,Lager,Bottles,Marathahalli,11,18.72098755,4.804901445,1.048840614,5.698802613,51,12,1:0.22:0.27,1720,17923.37975,7.129897799,81.35308952,3.566748488,2.904066581,4.321279713
1989458,01-01-2020 01:50,IPA,Cans,Marathahalli,16,23.31954345,5.461041058,1.032260212,5.746278503,32,16,1:0.44:0.21,3111,12510.43477,7.605445509,88.10647852,2.830092678,1.949440975,1.16841266
3277080,01-01-2020 01:50,Wheat Beer,Bottles,Koramangala,16,19.3649224,4.561432286,1.066811723,4.749049768,58,14,1:0.46:0.23,1308,18489.92847,7.452380683,88.94690917,3.600203287,4.483071996,3.875039824
5710760,01-01-2020 01:50,Pilsner,Cans,HSR Layout,14,22.65191506,5.456530348,1.038379576,5.49850336,58,12,1:0.22:0.21,3237,1288.151936,7.238836995,84.93074772,4.965534595,1.112805609,3.854144734
3880197,01-01-2020 01:51,Stout,Bottles,Jayanagar,15,22.42561523,4.788258847,1.070948711,5.756397671,39,12,1:0.31:0.18,4838,8235.51399,8.674255517,70.93528057,3.709349336,4.338177948,2.303915137
7874426,01-01-2020 01:51,IPA,Pints,Rajajinagar,11,17.16010287,4.525104941,1.038347962,5.203821191,55,16,1:0.26:0.27,1282,3932.839241,7.700046587,77.61710847,3.502253777,2.893442227,3.055528197
5589945,01-01-2020 01:51,Wheat Beer,Bottles,Malleswaram,19,19.56029587,5.017136586,1.062966213,5.800987405,40,11,1:0.21:0.25,2335,19140.54659,8.780167998,85.19467142,3.519875293,4.397872985,1.629520742
8138509,01-01-2020 01:51,Ale,Bottles,HSR Layout,14,16.38195669,4.950000969,1.062889019,4.563957783,47,16,1:0.30:0.24,4094,2187.714082,6.226724986,72.48686982,2.502717677,3.2479,2.210650805
5857145,01-01-2020 01:51,Pilsner,Bottles,Koramangala,15,18.53178018,5.111080546,1.046006325,5.911338914,23,5,1:0.29:0.13,2821,18615.29211,8.256601144,82.17234178,2.256318536,1.240726057,3.091345932
5077948,01-01-2020 01:52,Porter,Bottles,Electronic City,14,24.34300674,5.484857209,1.040590742,4.664249358,57,11,1:0.32:0.19,4216,17676.81946,9.210088245,72.25458103,3.685875657,2.741477991,2.553089035
1576736,01-01-2020 01:52,Sour,Cans,Koramangala,12,21.24715895,4.537293335,1.055280222,4.618428968,57,12,1:0.23:0.29,3553,5349.000628,9.140117004,81.4480733,1.625283979,1.119644862,2.404811789
4677662,01-01-2020 01:52,IPA,Kegs,Whitefield,12,23.65295529,5.063366035,1.065504826,5.097934827,20,13,1:0.23:0.21,3185,3711.096833,8.22211625,73.5605976,1.498761405,3.479879282,3.586111163
8691276,01-01-2020 01:53,Porter,Kegs,Rajajinagar,10,21.41560495,4.601850687,1.069087093,4.573064529,46,11,1:0.20:0.28,2144,4708.33625,9.198722819,80.62136418,1.369793073,2.833352044,4.319320304
8831192,01-01-2020 01:53,Sour,Pints,Whitefield,18,20.2954849,4.602083474,1.065423007,4.63495342,21,6,1:0.26:0.22,1984,7101.038013,9.635340252,89.32991788,2.026419849,3.545434797,1.605928842
2941539,01-01-2020 01:53,Pilsner,Cans,Malleswaram,15,22.43735631,5.2760593,1.051363873,5.241796169,45,7,1:0.41:0.13,2114,1143.498811,8.285566283,77.86793111,2.690939096,2.722114592,3.669473073
150479,01-01-2020 01:53,Stout,Pints,Indiranagar,17,21.40533135,4.872914014,1.06078502,4.568014577,56,10,1:0.43:0.19,2925,16687.56497,7.662109071,85.65513586,4.358632567,2.526836719,1.426766371
9792145,01-01-2020 01:54,Lager,Pints,Rajajinagar,18,24.49365707,4.592803016,1.056449626,5.389144158,46,18,1:0.33:0.21,1224,17450.23427,9.836610433,79.88916266,3.489037146,2.975380435,1.408297289
21170,01-01-2020 01:54,Stout,Cans,HSR Layout,12,16.95362207,5.23749811,1.051503106,5.531121492,43,17,1:0.40:0.25,3881,3267.898735,6.042708651,70.24391813,1.44900447,2.228147298,4.466057081
1932695,01-01-2020 01:54,Wheat Beer,Bottles,Indiranagar,19,24.31148731,4.649879785,1.059595482,4.643261229,52,10,1:0.36:0.28,1416,7082.509577,8.371747892,70.17545215,4.85268683,2.707841653,2.066705777
7920183,01-01-2020 01:54,Lager,Kegs,Jayanagar,13,15.26065608,5.057251822,1.050284254,5.827080749,51,6,1:0.48:0.17,2312,9913.769357,8.426834489,72.05718254,2.705183116,4.730281932,3.897564548
8976925,01-01-2020 01:55,Lager,Bottles,Marathahalli,16,22.96451115,4.963916261,1.06535661,4.713289649,23,6,1:0.23:0.30,2094,9202.064751,8.85549918,82.4597973,4.787758348,4.794071599,1.882101827
5994680,01-01-2020 01:55,Porter,Pints,Koramangala,12,15.79492834,5.30535916,1.046005822,5.562340461,20,9,1:0.36:0.23,2169,18493.59827,7.802279108,85.16982009,1.628343082,4.721605654,3.031309346
7788099,01-01-2020 01:55,Stout,Pints,Malleswaram,16,20.5429559,4.608032693,1.04541729,5.195954639,22,12,1:0.40:0.26,4617,2812.062503,7.0128906,73.06156295,3.991186095,2.834605223,2.232529697
6203816,01-01-2020 01:55,Pilsner,Bottles,HSR Layout,13,18.95380608,4.585021578,1.068481608,5.88621081,34,5,1:0.28:0.13,1093,3500.652229,6.883387493,80.80754458,3.232428186,3.784009293,3.797047531
4197197,01-01-2020 01:56,Ale,Cans,Koramangala,15,22.49894983,5.083190812,1.073354501,5.923322841,31,11,1:0.27:0.23,668,17836.05856,7.300153085,70.66637291,1.484504859,1.516918327,1.793431081
6518323,01-01-2020 01:56,Stout,Cans,HSR Layout,10,19.38178808,4.631067233,1.068106954,5.302043904,58,7,1:0.22:0.27,2859,14998.64756,6.676874091,74.82386774,2.045200781,2.372216862,1.950890155
99782,01-01-2020 01:56,Wheat Beer,Cans,Malleswaram,12,24.54881178,4.747467397,1.060471434,5.716834655,45,15,1:0.49:0.13,4834,18987.24883,9.985100041,81.94812541,4.806594803,3.895549142,1.720536865
6105627,01-01-2020 01:56,Wheat Beer,Cans,Koramangala,15,15.83505225,4.832573652,1.063151039,5.763892119,56,18,1:0.28:0.16,3919,10023.66497,8.729004237,75.1154485,1.37603492,1.299434405,2.5549182
3824985,01-01-2020 01:56,IPA,Cans,Yelahanka,17,21.66716633,5.299479358,1.077817278,5.339763487,26,12,1:0.26:0.12,3797,6271.110915,6.560882415,71.22369273,1.855760958,1.774662031,1.658512318
1749061,01-01-2020 01:56,IPA,Cans,Marathahalli,17,21.94924296,5.18744421,1.078555584,5.078194675,55,17,1:0.49:0.27,3415,5799.350642,8.872171976,74.98589748,2.663082577,3.272357833,1.579240482
8141032,01-01-2020 01:56,Ale,Cans,Electronic City,18,18.62588558,4.900753784,1.067450622,5.03721499,56,19,1:0.28:0.10,3205,13275.0927,7.828656214,84.64872967,1.678764998,1.608347947,4.486264282
7195985,01-01-2020 01:57,Stout,Cans,Whitefield,18,15.41189239,5.488734002,1.034845484,4.861246355,48,14,1:0.45:0.21,688,13814.3227,6.878063452,78.53224612,4.812357046,4.634941523,2.369019293
7729907,01-01-2020 01:57,IPA,Kegs,Electronic City,16,15.50657538,5.421826111,1.040401464,5.84114511,45,6,1:0.27:0.25,754,9538.456891,7.700494909,88.2541237,4.312051948,2.990658947,2.44404388
7428383,01-01-2020 01:57,IPA,Pints,Marathahalli,11,23.15461757,5.373108246,1.06917739,5.470368984,42,12,1:0.42:0.13,1026,8277.823834,9.904707558,77.23246594,1.880782193,3.829377417,3.997335168
3489524,01-01-2020 01:57,Ale,Kegs,Whitefield,18,17.90442885,5.495284641,1.040173544,5.01121747,32,9,1:0.42:0.30,1890,8712.40804,6.545298832,76.34237865,1.587792381,4.237924824,3.669563822
8974509,01-01-2020 01:57,Sour,Pints,HSR Layout,11,16.98261775,5.332646178,1.047736242,5.462980872,36,18,1:0.41:0.12,3830,13108.94275,8.861438948,73.19767888,1.648875485,3.777142899,2.932574782
5051138,01-01-2020 01:57,Sour,Cans,Koramangala,10,19.76091829,5.019027271,1.048788006,5.244696344,42,15,1:0.35:0.26,4587,10598.51416,6.030929038,73.90713428,3.786617716,4.02726913,2.67257519
6534385,01-01-2020 01:57,Sour,Kegs,Indiranagar,13,17.28767177,4.90621735,1.03274592,5.845122448,25,16,1:0.40:0.23,3423,19480.39223,9.767865012,74.50971822,1.532602466,2.124534885,4.99041272
2436261,01-01-2020 01:58,Pilsner,Pints,Koramangala,12,17.37972934,4.502594232,1.054057445,5.246847623,38,9,1:0.23:0.29,3124,19346.86747,9.651907447,73.61334434,2.665246368,4.289853767,4.023290558
6510525,01-01-2020 01:58,Stout,Bottles,Indiranagar,15,24.71941579,5.435269012,1.064025015,5.136759466,28,6,1:0.33:0.20,1398,12895.37662,7.29818892,82.13637762,4.439092044,3.848189687,3.466886112
4420422,01-01-2020 01:58,Ale,Bottles,Malleswaram,16,19.83387207,5.433949886,1.072822574,5.978294453,28,11,1:0.46:0.17,3550,1258.419984,9.87316054,87.77680697,2.996526241,4.548929541,3.595765637
8852786,01-01-2020 01:58,Pilsner,Kegs,Rajajinagar,11,22.29132985,5.45527404,1.030851573,5.399413536,40,8,1:0.42:0.16,2830,18232.17999,8.470838015,76.91273698,3.726664018,1.62544874,1.440452983
1553131,01-01-2020 01:58,Porter,Kegs,HSR Layout,14,16.6369513,5.175166707,1.068241327,4.501361781,36,7,1:0.45:0.24,3924,18818.02083,9.63522993,81.43257477,4.189183848,2.692660229,1.464285228
1291129,01-01-2020 01:59,IPA,Bottles,Yelahanka,15,19.7235812,5.044359389,1.077528063,5.650672201,53,6,1:0.50:0.18,3020,17020.81695,7.383652242,81.10752168,4.431624461,4.026185887,2.566924265
8770989,01-01-2020 01:59,Wheat Beer,Bottles,Malleswaram,11,18.2728072,4.721500897,1.054535712,5.657830067,46,13,1:0.26:0.11,3680,3549.201312,9.728815566,83.90585521,1.664580283,2.806813844,2.94394862
8596585,01-01-2020 01:59,Stout,Cans,Indiranagar,18,21.07350474,5.115035302,1.046842,5.860815476,38,15,1:0.22:0.22,3520,16483.59844,8.848486365,71.07903334,2.522546578,2.032981567,2.536979112
7029966,01-01-2020 01:59,IPA,Cans,Whitefield,18,23.55572442,4.896589692,1.037566774,5.089549591,34,7,1:0.40:0.21,1186,2095.228641,8.405445879,72.33160964,1.041848049,2.685007321,1.955872523
1290616,01-01-2020 01:59,IPA,Pints,Rajajinagar,18,22.1726893,5.062259025,1.038789234,4.748899458,52,9,1:0.45:0.15,2964,3619.757186,6.481941702,74.44332983,3.043207837,1.651689568,1.596650534
6937678,01-01-2020 02:00,Sour,Cans,Indiranagar,15,23.63284371,5.027036778,1.040783512,5.313128884,55,19,1:0.31:0.12,4664,19426.23383,8.293803296,82.49288824,3.864586206,1.127905264,4.572611719
4676346,01-01-2020 02:00,IPA,Kegs,Koramangala,12,16.17168769,4.76330007,1.058565988,4.660887503,44,8,1:0.29:0.26,3548,19407.4897,9.959565821,89.04138949,4.099574999,2.889447808,2.601424629
7265603,01-01-2020 02:00,Stout,Cans,Electronic City,19,18.5760727,5.231440904,1.054219888,5.755435756,49,12,1:0.27:0.11,2763,5338.374556,8.292024839,81.62259952,3.106711517,4.113080321,1.391788795
5921339,01-01-2020 02:00,Sour,Cans,Whitefield,15,15.59716508,5.46469925,1.074111385,5.144598669,33,12,1:0.28:0.16,2525,9321.852047,7.171198998,72.72874192,2.910968572,1.871886954,4.365924596
5207254,01-01-2020 02:01,Porter,Pints,Electronic City,15,18.75554224,5.121750298,1.052494692,5.621460479,54,6,1:0.25:0.17,4333,1686.325861,7.465475191,80.44567086,4.179799075,2.589837561,2.767754949
8814615,01-01-2020 02:01,Ale,Kegs,Rajajinagar,11,22.6944141,4.974359426,1.054666215,5.622317525,26,7,1:0.29:0.29,3281,15500.73785,6.816119905,82.68646809,3.275516795,3.912557692,1.590374646
4975804,01-01-2020 02:01,Stout,Kegs,Marathahalli,11,15.82074736,5.398038602,1.051263768,5.44912033,45,14,1:0.33:0.18,4220,4325.214489,8.324522567,85.2510372,1.794003838,2.971778297,4.872033478
218233,01-01-2020 02:01,Stout,Pints,Rajajinagar,17,17.65008361,4.514713598,1.051435285,5.887682707,52,11,1:0.44:0.11,1484,1311.845229,6.692625486,79.1283696,2.550606766,1.007988717,3.224422447
9684522,01-01-2020 02:02,Lager,Cans,Koramangala,17,17.83306748,5.313037109,1.059480378,4.977322769,28,12,1:0.40:0.19,3409,18088.7131,9.137726301,80.47030176,4.659146689,2.379606571,2.545192588
2181908,01-01-2020 02:02,Ale,Pints,HSR Layout,11,22.27641295,5.021787255,1.044754436,5.773980335,38,8,1:0.27:0.27,4965,14797.85813,9.165393518,75.13386542,3.928470617,2.765971927,3.188959807
2787898,01-01-2020 02:02,Sour,Kegs,HSR Layout,11,18.47545481,5.390374351,1.065038986,5.638186998,58,8,1:0.32:0.15,2620,7562.726438,9.470245198,79.35828304,2.4232316,1.305096439,2.090098266
2209503,01-01-2020 02:03,Pilsner,Kegs,Marathahalli,15,20.138632,4.513394021,1.045238174,5.67704679,22,5,1:0.30:0.11,4981,13850.72933,7.717905948,82.46322498,2.831050689,4.704159987,1.674761069
807537,01-01-2020 02:03,Ale,Bottles,Yelahanka,18,20.2462158,4.634811051,1.067194637,5.921604125,49,8,1:0.30:0.27,694,1381.280454,6.109739428,76.17766097,3.92169298,1.034792817,1.60029724
436367,01-01-2020 02:03,Wheat Beer,Cans,Malleswaram,10,20.93875595,5.227038611,1.03901462,5.473191181,44,6,1:0.23:0.11,719,11421.42585,9.565642563,73.20311422,2.057682491,2.12270603,4.839805051
1792256,01-01-2020 02:03,Ale,Pints,Yelahanka,15,20.61551775,5.418270351,1.043740442,5.822471225,53,13,1:0.43:0.18,2443,2060.882152,8.801565869,80.23159791,4.553204905,2.150877661,3.820977456
5711839,01-01-2020 02:03,IPA,Pints,Malleswaram,10,18.59900178,4.752327073,1.042065264,5.073447174,56,18,1:0.45:0.30,4360,8251.723687,8.636456259,82.54216737,3.987475991,3.061297165,3.839191698
3521527,01-01-2020 02:04,Sour,Pints,Jayanagar,17,18.67573529,4.986597712,1.040364295,5.299182231,39,13,1:0.32:0.22,4783,16790.27724,8.988606127,76.17977846,3.751210033,3.186784352,4.528863233
5576761,01-01-2020 02:04,Pilsner,Kegs,Koramangala,17,16.95593445,4.583936316,1.030919916,4.785975079,58,10,1:0.35:0.17,1016,9835.035935,8.6279866,76.69398162,4.6619419,4.116222841,3.542773552
9752574,01-01-2020 02:04,Stout,Bottles,Koramangala,18,17.08260214,5.497914157,1.068462195,5.433309165,32,7,1:0.30:0.21,2680,12415.02839,7.990091919,87.96072064,2.455172776,2.565004996,1.614888681
4025602,01-01-2020 02:04,Sour,Pints,Rajajinagar,19,23.86458622,5.036222356,1.06598586,4.682755539,41,15,1:0.32:0.17,2924,16023.20574,6.150934754,86.96180591,1.018581263,1.900019288,1.930498188
